Q19724726	https://en.wikipedia.org/wiki?curid=46283854	Assassin's Creed Chronicles	3	3	0.128189	cardinal	All [three] games in the series received mixed reviews , with review aggregating website Metacritic giving all three games scores in the 60s for all platforms .
Q115647	https://en.wikipedia.org/wiki?curid=36394468	The Hollow Crown (TV series)	4	4	0.655235	numterm	The first cycle is an adaptation of Shakespeare 's second historical [tetralogy] , the Henriad : `` Richard II '' , `` Henry IV , Part I '' and `` Henry IV , Part II '' and `` Henry V '' , starring Ben Whishaw , Jeremy Irons and Tom Hiddleston .
Q7765233	https://en.wikipedia.org/wiki?curid=26830563	The Song of Hiawatha (Coleridge-Taylor)	3	3	0.577399	numterm	The whole [trilogy] was published as The Song of Hiawatha and had its first complete performance in 1900 , at the Royal Albert Hall .
Q3225260	https://en.wikipedia.org/wiki?curid=15072865	The Godfather (film series)	3	4	0.137982	ordinal	The [fourth] film was supposed to be a prequel .
Q1211909	https://en.wikipedia.org/wiki?curid=3919268	The Chronicles of Narnia (film series)	3	4	0.137941	ordinal	The [fourth] film is now being developed by Mark Gordon Company .
Q2296879	https://en.wikipedia.org/wiki?curid=170547	Wizardry	8	3	0.803666	numterm	The first three games are a [trilogy] , with similar settings , plots , and gameplay mechanics .
Q7764957	https://en.wikipedia.org/wiki?curid=37865438	The Smurfs in film	5	2	0.102148	cardinal	The Smurfs have appeared in two feature length films and [two] short films loosely based on `` The Smurfs '' comic book series created by the Belgian comics artist Peyo and the 1980s animated TV series it spawned .
Q181631	https://en.wikipedia.org/wiki?curid=30876562	The Walking Dead (season 2)	13	13	0.43064	cardinal	The second season of `` The Walking Dead '' , an American horror-drama television series on AMC , premiered on October 16 , 2011 , and concluded on March 18 , 2012 , consisting of [13] episodes .
Q7742030	https://en.wikipedia.org/wiki?curid=34294282	The Inheritance Trilogy (N.K. Jemisin)	3	3	0.678999	numterm	The Inheritance [Trilogy] -LRB- not to be confused with The Inheritance Cycle -RRB- is a fantasy trilogy by N. K. Jemisin .
Q7763492	https://en.wikipedia.org/wiki?curid=11674765	The Sevenwaters Trilogy	6	3	0.884859	numterm	The Sevenwaters [Trilogy] is a historical fantasy series by Juliet Marillier which was first published as a series of three novels between 1999 and 2001 , and then later extended .
Q255617	https://en.wikipedia.org/wiki?curid=18217690	Desperate Housewives (season 1)	23	23	0.430308	cardinal	The first season of `` Desperate Housewives '' , an American television series created by Marc Cherry , commenced airing in the United States on October 3 , 2004 , concluded May 22 , 2005 , and consisted of [23] episodes .
Q19891240	https://en.wikipedia.org/wiki?curid=45247195	Dabangg (film series)	2	1	0.137924	ordinal	The [first] film is directed by Abhinav Kashyap and produced by Arbaaz Khan , and the rest of the films are produced and directed by Arbaaz Khan .
Q22679276	https://en.wikipedia.org/wiki?curid=1398926	Sword of Honour	3	3	0.455559	cardinal	The Sword of Honour trilogy by Evelyn Waugh consists of [three] novels , `` Men at Arms '' -LRB- 1952 -RRB- , `` Officers and Gentlemen '' -LRB- 1955 -RRB- and `` Unconditional Surrender '' -LRB- 1961 , published as `` The End of the Battle '' in the US -RRB- , which loosely parallel Waugh 's experiences in the Second World War .
Q1213389	https://en.wikipedia.org/wiki?curid=42093997	The Mistress of the World	8	1	0.138058	ordinal	The [first] film was released in Germany on 5 December 1919 , and this was followed each week by the release of the subsequent episodes .
Q625720	https://en.wikipedia.org/wiki?curid=12972132	Happy Sunday	2	10	0.130925	cardinal	Only 2 trips was aired over a span of [10] episodes .
Q2264470	https://en.wikipedia.org/wiki?curid=4136752	Deltora Quest (series)	3	2	0.105535	ordinal	During the [second] series , Lief and Jasmine 's romantic feelings for each other become more pronounced , and at the end of the third series , they get married and have three children , a daughter named Anna after Jasmine 's mother and twin sons called Jarred after Jasmine 's father and Endon after Lief 's father , the previous king of Deltora .
Q268100	https://en.wikipedia.org/wiki?curid=18663181	Mistborn series	7	4	0.157488	cardinal	However , it turned into a fourth series , this time of [four] books .
Q136546	https://en.wikipedia.org/wiki?curid=29941683	The Walking Dead (season 1)	6	6	0.185442	cardinal	The new extras include audio commentary on all [six] episodes , the black and white version of the pilot , and six new featurettes -- `` We Are `` The Walking Dead '' '' , `` Bring Out the Dead : KNB and the Art of Making Zombies '' , `` Digital Decay : The VFX of `` The Walking Dead '' '' , `` No More Room in Hell : `` The Walking Dead '' Phenomenon '' , `` Adapting the Dead '' and `` Killer Conversations : Frank Darabont & Greg Nicotero '' .
Q458982	https://en.wikipedia.org/wiki?curid=1092454	Malazan Book of the Fallen	10	6	0.176405	cardinal	In 2005 , Esslemont began publishing his own series of [six] novels set in the same world , beginning with `` Night of Knives '' .
Q482482	https://en.wikipedia.org/wiki?curid=20570726	K-On!	6	3	0.146658	ordinal	The [third] volume sold over 120,000 copies the week of December 14 -- 20 , 2009 , and became the 46th top-selling manga for the first half of 2010 in Japan -LRB- ending May 23 -RRB- , selling over 328,000 copies .
Q15731070	https://en.wikipedia.org/wiki?curid=39193505	House of Cards (season 2)	13	13	0.155746	cardinal	The second season of the American television drama series `` House of Cards '' began filming a set of [13] episodes on April 29 , 2013 and concluded on November 8 .
Q1988253	https://en.wikipedia.org/wiki?curid=30865879	Black Paintings	14	14	0.208865	cardinal	The Black Paintings -LRB- Spanish : Pinturas negras -RRB- is the name given to a group of [fourteen] paintings by Francisco Goya from the later years of his life , likely between 1819 and 1823 .
Q1868663	https://en.wikipedia.org/wiki?curid=7158133	Civilization (series)	15	1	0.202145	ordinal	Scottish science fiction and mainstream author Iain Banks has noted that he spent much time playing the game -LRB- appearing to refer to the [first] version -RRB- and that it was one of the inspirations for the concept of the ` Outside Context Problem ' central to his `` Excession '' novel - the appearance of invaders or travelers who are so advanced that they are totally outside the society 's frame of reference .
Q7732814	https://en.wikipedia.org/wiki?curid=24234812	The Exorcist (film series)	5	1	0.135912	ordinal	The story takes place 17 years after the events of `` The Exorcist '' and centers on the philosophical police detective William F. Kinderman from the [first] film .
Q12397	https://en.wikipedia.org/wiki?curid=176480	Metroid	12	3	0.8144	numterm	Retro Studios ' senior designer Mike Wikan said he would like to see a game continuing the story of the `` Prime '' [trilogy] , and producer Kensuke Tanabe said other `` Prime '' - like games could explore Samus ' unique abilities such as the Morph Ball in a multiplayer feature .
Q213167	https://en.wikipedia.org/wiki?curid=6143564	Percy Jackson & the Olympians	5	5	0.551776	numterm	Percy Jackson & the Olympians , often shortened to Percy Jackson , is a [pentalogy] of adventure and mythological fiction books written by American author Rick Riordan .
Q49019	https://en.wikipedia.org/wiki?curid=4326	Blackadder	4	1	0.13426	article	Eager to avoid comparisons to the critically acclaimed `` Fawlty Towers '' , they proposed the idea of [a] historical sitcom .
Q2740077	https://en.wikipedia.org/wiki?curid=4389340	Helliconia	3	3	0.936218	numterm	At the end of the [trilogy] , Avernus is a lifeless , empty shell .
Q720426	https://en.wikipedia.org/wiki?curid=8995535	Four Times of the Day	4	1	0.159805	ordinal	The freemason is traditionally identified as Sir Thomas de Veil , who was a member of Hogarth 's [first] Lodge , Henry Fielding 's predecessor as the Bow Street magistrate , and the model for Fielding 's character Justice Squeezum in `` The Coffee-House Politician '' -LRB- 1730 -RRB- .
Q1276821	https://en.wikipedia.org/wiki?curid=28056365	The Heroes of Olympus	5	5	0.551396	numterm	The Heroes of Olympus is a [pentalogy] of adventure , mythological fiction and fantasy novels by American author Rick Riordan that collectively form a sequel to the `` Percy Jackson & the Olympians '' series .
Q91558	https://en.wikipedia.org/wiki?curid=1359577	Back to the Future (franchise)	3	3	0.956309	numterm	Gale also spoke to potential supplemental features on a Blu-ray version of the [trilogy] , saying only that never-before-seen bonus materials may appear , though he stopped short of offering any specifics .
Q4470	https://en.wikipedia.org/wiki?curid=42571	The Wheel of Time	15	6	0.186921	cardinal	The 43 `` New Spring '' and `` Eye of the World '' comics were later collected together and released as a series of [six] graphic novels , the last of which was released in February 2015 .
Q17080059	https://en.wikipedia.org/wiki?curid=39595312	Sense8	2	1	0.113269	ordinal	During the [first] season the Wachowskis were responsible for directorial duties in scenes shot in Chicago and San Francisco along with London and Iceland , two places which were initially announced to be helmed by Straczynski .
Q1758072	https://en.wikipedia.org/wiki?curid=34072588	Lilyhammer	3	3	0.186414	ordinal	The [third] season premiered Friday , 21 November 2014 , on Netflix .
Q1525645	https://en.wikipedia.org/wiki?curid=31860141	Scandal (TV series)	7	10	0.430382	cardinal	Along with other ABC dramas , this season was split into two runs of uninterrupted episodes , the first consisting of [ten] episodes .
Q3098236	https://en.wikipedia.org/wiki?curid=1243548	Bad Girls (TV series)	8	1	0.198278	article	Following on from one of the several cliffhangers from series three , Yvonne in the frame for Virginia O'Kane 's -LRB- Kate O'Mara -RRB- murder there is [a] game of cat and mouse between her and Fenner while the real culprits continue their reign over G-Wing .
Q186219	https://en.wikipedia.org/wiki?curid=18624945	True Blood	7	3	0.133254	ordinal	The [third] volume was released on September 6 , 2011 , a few days before the season four finale .
Q3330940	https://en.wikipedia.org/wiki?curid=32670973	House of Cards (U.S. TV series)	4	4	0.100818	ordinal	The [fourth] season received positive reviews from critics .
Q190214	https://en.wikipedia.org/wiki?curid=414113	The Lord of the Rings (film series)	3	3	0.960624	numterm	The [trilogy] 's online promotional trailer was first released on 27 April 2000 , and set a new record for download hits , registering 1.7_million hits in the first 24 hours of its release .
Q216930	https://en.wikipedia.org/wiki?curid=7629286	Harry Potter (film series)	8	3	0.789496	numterm	This has been partially attributed to the `` Harry Potter '' franchise going through several directors with their own styles , something that the Academy reportedly does not favour , in contrast to the `` Lord of the Rings '' [trilogy] , which was filmed in one massive undertaking by the same director , writer , and producer .
Q464928	https://en.wikipedia.org/wiki?curid=69919	In Search of Lost Time	7	1	0.178299	article	In Search of Lost Time -LRB- -RRB- -- previously also translated as Remembrance of Things Past -- is [a] novel in seven volumes , written by Marcel Proust -LRB- 1871 -- 1922 -RRB- .
Q5965446	https://en.wikipedia.org/wiki?curid=23540943	Tarzan (book series)	24	5	0.487926	cardinal	The most notable exception in the United States was a series of [five] novels by the pseudonymous `` Barton Werper '' that appeared 1964-65 by Gold Star Books .
Q326180	https://en.wikipedia.org/wiki?curid=8608590	Skins (UK TV series)	7	2	0.147671	ordinal	The [second] series premiered on E4 on 11 March 2008 , however the first episode was available in four parts to MySpace users prior to airing .
Q8070684	https://en.wikipedia.org/wiki?curid=975325	Strictly Come Dancing	14	2	0.195606	cardinal	There were [two] teams with one children couple and one of the shows professional as a couple , Team Glitter 's pros were Natalie Lowe & Anton Du Beke and Team Sparkle 's pros were Aliona Vilani & Tristan MacManus .
Q45875	https://en.wikipedia.org/wiki?curid=12301	A Song of Ice and Fire	6	3	0.654187	numterm	Martin , who initially envisioned the series as a [trilogy] , has published five out of a planned seven volumes .
Q478360	https://en.wikipedia.org/wiki?curid=1102458	The Wire	5	5	0.134599	ordinal	During the [fifth] season , HBO produced three short prequels depicting moments in the history of characters in `` The Wire '' .
